DECODER 1 - SORT

instances/cvrp30-0-df-0.json	1	159.721570	159.721570	159.721570	0.866	2.003
instances/cvrp30-0-pa-0.json	1	80.965661	80.965661	80.965661	1.565	2.002
instances/cvrp30-0-rj-0.json	1	11.404150	11.404150	11.404150	1.348	2.000
instances/cvrp30-1-df-0.json	1	11.561306	11.561306	11.561306	0.443	2.000
instances/cvrp30-1-pa-0.json	1	27.948738	27.948738	27.948738	0.688	2.001
instances/cvrp30-1-rj-0.json	1	12.398051	12.398051	12.398051	1.436	2.004
instances/cvrp30-2-df-0.json	1	31.574168	31.574168	31.574168	1.993	2.001
instances/cvrp30-2-rj-0.json	1	36.335540	36.335540	36.335540	0.808	2.001
instances/cvrp30-3-rj-0.json	1	6.350383	6.350383	6.350383	0.494	2.001
instances/cvrp30-4-rj-0.json	1	5.335269	5.335269	5.335269	1.976	2.002
instances/cvrp30-5-rj-0.json	1	7.162267	7.162267	7.162267	0.968	2.001
instances/cvrp60-0-df-1.json	1	161.944469	161.944469	161.944469	1.704	2.002
instances/cvrp60-0-pa-1.json	1	96.798947	96.798947	96.798947	1.647	2.004
instances/cvrp60-0-rj-1.json	1	19.086968	19.086968	19.086968	1.893	2.004
instances/cvrp60-1-df-1.json	1	34.449303	34.449303	34.449303	1.351	2.007
instances/cvrp60-1-pa-1.json	1	94.289504	94.289504	94.289504	1.884	2.008
instances/cvrp60-1-rj-1.json	1	23.606185	23.606185	23.606185	2.000	2.003
instances/cvrp60-2-df-1.json	1	106.953869	106.953869	106.953869	1.987	2.007
instances/cvrp60-2-rj-1.json	1	80.986990	80.986990	80.986990	1.963	2.001
instances/cvrp60-3-rj-1.json	1	11.586740	11.586740	11.586740	1.993	2.012
instances/cvrp60-4-rj-1.json	1	10.596779	10.596779	10.596779	1.994	2.003
instances/cvrp60-5-rj-1.json	1	14.372763	14.372763	14.372763	1.899	2.001
instances/cvrp90-0-df-2.json	1	488.789621	488.789621	488.789621	1.704	2.002
instances/cvrp90-0-pa-2.json	1	131.579400	131.579400	131.579400	1.901	2.001
instances/cvrp90-0-rj-2.json	1	33.517555	33.517555	33.517555	1.987	2.014
instances/cvrp90-1-df-2.json	1	49.942399	49.942399	49.942399	1.949	2.007
instances/cvrp90-1-pa-2.json	1	163.957615	163.957615	163.957615	1.999	2.001
instances/cvrp90-1-rj-2.json	1	35.855769	35.855769	35.855769	1.873	2.005
instances/cvrp90-2-df-2.json	1	201.912019	201.912019	201.912019	1.949	2.007
instances/cvrp90-2-rj-2.json	1	129.400631	129.400631	129.400631	1.999	2.002
instances/cvrp90-3-rj-2.json	1	21.438563	21.438563	21.438563	1.963	2.008
instances/cvrp90-4-rj-2.json	1	19.539338	19.539338	19.539338	1.986	2.008
instances/cvrp90-5-rj-2.json	1	27.619144	27.619144	27.619144	1.973	2.002
instances/cvrp120-0-df-3.json	1	477.981537	477.981537	477.981537	1.880	2.004
